job_id,job_title,salary_usd,salary_currency,salary_local,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,source_file,days_to_deadline,skills_count,home_country_match,experience_level_ord,education_required_ord
AI01550,Head of AI,93179.0,CAD,116474.0,SE,PT,Canada,S,Canada,0,"Kubernetes, NLP, MLOps, Spark, Hadoop",Associate,5,Gaming,2024-08-28,2024-10-20,2076,5.8,Future Systems,ai_job_dataset1.csv,53,5,1,3,2
AI01551,Machine Learning Researcher,88696.0,EUR,75392.0,EN,PT,Netherlands,L,Netherlands,50,"Java, Mathematics, GCP",Bachelor,1,Consulting,2025-03-23,2025-04-11,896,5.3,Smart Analytics,ai_job_dataset1.csv,19,3,1,1,3
AI01552,AI Specialist,125978.0,GBP,94484.0,SE,PT,United Kingdom,S,United Kingdom,100,"Azure, TensorFlow, Scala",Bachelor,8,Energy,2025-03-01,2025-05-12,1769,9.5,Predictive Systems,ai_job_dataset1.csv,72,3,1,3,3
AI01553,Robotics Engineer,73015.0,EUR,62063.0,EN,CT,Netherlands,M,Netherlands,50,"Git, GCP, Tableau, MLOps",Bachelor,1,Gaming,2024-02-19,2024-04-26,647,5.7,Machine Intelligence Group,ai_job_dataset1.csv,67,4,1,1,3
AI01554,Data Analyst,89921.0,EUR,76433.0,MI,CT,Austria,S,Austria,100,"R, NLP, Python",Bachelor,2,Finance,2024-12-07,2025-01-20,1779,5.3,Digital Transformation LLC,ai_job_dataset1.csv,44,3,1,2,3
AI01555,AI Specialist,145615.0,USD,145615.0,SE,FL,Denmark,S,Denmark,50,"Deep Learning, MLOps, PyTorch, Git, Statistics",Master,8,Automotive,2024-08-16,2024-10-28,2383,5.3,Quantum Computing Inc,ai_job_dataset1.csv,73,5,1,3,4
AI01556,Machine Learning Researcher,72798.0,EUR,61878.0,EN,PT,France,L,France,0,"Deep Learning, SQL, Tableau, Python",PhD,1,Finance,2024-02-26,2024-04-20,976,8.1,Algorithmic Solutions,ai_job_dataset1.csv,54,4,1,1,5
AI01557,AI Architect,202771.0,EUR,172355.0,EX,FL,France,S,Estonia,0,"Linux, Spark, Computer Vision",Master,19,Gaming,2024-04-30,2024-06-04,1300,8.1,Machine Intelligence Group,ai_job_dataset1.csv,35,3,0,4,4
AI01558,Computer Vision Engineer,101963.0,SGD,132552.0,MI,FL,Singapore,S,Singapore,50,"Data Visualization, Scala, Tableau, Java, Mathematics",PhD,2,Telecommunications,2025-01-27,2025-03-04,2401,8.7,Cloud AI Solutions,ai_job_dataset1.csv,36,5,1,2,5
AI01559,Principal Data Scientist,131393.0,EUR,111684.0,SE,FL,Netherlands,L,Egypt,0,"Python, Data Visualization, TensorFlow",Associate,6,Gaming,2024-06-30,2024-09-04,1399,7.3,Predictive Systems,ai_job_dataset1.csv,66,3,0,3,2
AI01560,Data Engineer,216001.0,USD,216001.0,SE,PT,Denmark,L,Philippines,100,"Java, GCP, Deep Learning, Docker, Spark",Associate,7,Education,2024-11-17,2024-12-05,2098,7.9,Machine Intelligence Group,ai_job_dataset1.csv,18,5,0,3,2
AI01561,AI Research Scientist,165488.0,USD,165488.0,EX,FT,South Korea,S,Egypt,100,"Tableau, Computer Vision, Docker, Python",Associate,17,Finance,2024-01-01,2024-03-12,732,5.0,Smart Analytics,ai_job_dataset1.csv,71,4,0,4,2
AI01562,AI Consultant,276912.875,SGD,307573.25,EX,FT,Singapore,L,Nigeria,100,"PyTorch, Mathematics, Docker, Statistics, R",Associate,11,Media,2024-08-26,2024-09-25,1724,5.4,Algorithmic Solutions,ai_job_dataset1.csv,30,5,0,4,2
AI01563,Head of AI,120176.0,EUR,102150.0,SE,CT,Austria,M,Austria,0,"Computer Vision, AWS, Data Visualization, Linux, R",PhD,9,Retail,2024-04-16,2024-06-07,922,8.9,Advanced Robotics,ai_job_dataset1.csv,52,5,1,3,5
AI01564,AI Architect,242800.0,EUR,206380.0,EX,FL,Netherlands,M,Netherlands,50,"Docker, Git, Data Visualization, MLOps",PhD,14,Finance,2024-07-09,2024-08-10,1726,8.7,Algorithmic Solutions,ai_job_dataset1.csv,32,4,1,4,5
AI01565,Autonomous Systems Engineer,135978.0,AUD,183570.0,SE,FT,Australia,S,Romania,0,"Azure, GCP, Linux, Python",Associate,7,Gaming,2025-04-19,2025-05-08,1352,9.8,Machine Intelligence Group,ai_job_dataset1.csv,19,4,0,3,2
AI01566,Computer Vision Engineer,233643.0,CHF,210279.0,SE,PT,Switzerland,L,Switzerland,100,"Linux, GCP, TensorFlow, Docker, Python",Master,6,Education,2024-03-30,2024-06-10,1082,9.4,Neural Networks Co,ai_job_dataset1.csv,72,5,1,3,4
AI01567,AI Architect,63249.0,USD,63249.0,MI,FT,South Korea,M,South Korea,100,"Spark, Data Visualization, Kubernetes, Python, Docker",Associate,2,Education,2024-08-12,2024-09-15,839,6.0,TechCorp Inc,ai_job_dataset1.csv,34,5,1,2,2
AI01568,Data Engineer,89516.0,USD,89516.0,EX,PT,India,L,India,0,"Java, R, MLOps, Spark",Master,11,Real Estate,2024-03-12,2024-05-08,1876,9.7,Algorithmic Solutions,ai_job_dataset1.csv,57,4,1,4,4
AI01569,Principal Data Scientist,176954.0,EUR,150411.0,EX,FT,France,M,Australia,50,"SQL, Python, MLOps",Master,15,Transportation,2024-08-18,2024-09-20,1122,6.0,Cloud AI Solutions,ai_job_dataset1.csv,33,3,0,4,4
AI01570,Head of AI,55961.0,USD,55961.0,MI,PT,China,L,China,50,"Spark, Kubernetes, MLOps, Azure, Data Visualization",Associate,3,Education,2024-10-01,2024-12-03,1474,8.7,Smart Analytics,ai_job_dataset1.csv,63,5,1,2,2
AI01571,Head of AI,132864.0,GBP,99648.0,SE,FT,United Kingdom,M,United Kingdom,100,"Scala, Python, Tableau",Bachelor,6,Finance,2025-03-18,2025-04-08,616,5.8,DataVision Ltd,ai_job_dataset1.csv,21,3,1,3,3
AI01572,Research Scientist,104418.0,AUD,140964.0,MI,CT,Australia,M,Austria,50,"R, Git, MLOps, Spark",Associate,4,Manufacturing,2025-02-20,2025-04-03,2135,5.3,Algorithmic Solutions,ai_job_dataset1.csv,42,4,0,2,2
AI01573,Deep Learning Engineer,80490.0,AUD,108662.0,EN,FL,Australia,M,South Africa,0,"TensorFlow, Java, Git",Bachelor,0,Healthcare,2024-06-15,2024-07-11,1830,9.8,Cognitive Computing,ai_job_dataset1.csv,26,3,0,1,3
AI01574,Head of AI,85744.0,USD,85744.0,MI,FT,Israel,L,Israel,50,"R, GCP, Mathematics",Bachelor,3,Automotive,2024-12-04,2025-01-09,1123,7.8,DeepTech Ventures,ai_job_dataset1.csv,36,3,1,2,3
AI01575,Principal Data Scientist,101111.0,EUR,85944.0,SE,FL,Austria,S,Netherlands,100,"Docker, Mathematics, Tableau, Linux",Master,9,Education,2025-02-09,2025-02-24,1304,8.8,Future Systems,ai_job_dataset1.csv,15,4,0,3,4
AI01576,Machine Learning Engineer,195573.0,CAD,244466.0,EX,FT,Canada,L,Canada,100,"Mathematics, GCP, Kubernetes",Master,18,Telecommunications,2024-03-07,2024-04-23,1002,6.4,DataVision Ltd,ai_job_dataset1.csv,47,3,1,4,4
AI01577,Robotics Engineer,136148.0,AUD,183800.0,SE,FL,Australia,M,Indonesia,0,"Azure, Java, SQL, Python, Computer Vision",PhD,9,Retail,2024-06-14,2024-07-02,1581,8.4,Quantum Computing Inc,ai_job_dataset1.csv,18,5,0,3,5
AI01578,AI Architect,108512.0,SGD,141066.0,MI,FT,Singapore,L,Denmark,50,"Computer Vision, Linux, Data Visualization, Java, Azure",Master,4,Government,2024-03-23,2024-04-10,2122,9.3,Machine Intelligence Group,ai_job_dataset1.csv,18,5,0,2,4
AI01579,Data Engineer,216695.0,EUR,184191.0,EX,FL,Germany,S,Germany,0,"Java, Tableau, Python, Deep Learning",Master,16,Education,2024-08-11,2024-09-07,646,7.0,Digital Transformation LLC,ai_job_dataset1.csv,27,4,1,4,4
AI01580,NLP Engineer,169781.0,CHF,152803.0,SE,CT,Switzerland,S,Switzerland,50,"Python, Hadoop, Linux",PhD,5,Telecommunications,2024-08-20,2024-10-18,2253,8.6,Cloud AI Solutions,ai_job_dataset1.csv,59,3,1,3,5
AI01581,Robotics Engineer,276912.875,CHF,275474.0,EX,PT,Switzerland,L,Switzerland,0,"Spark, AWS, Statistics",PhD,19,Telecommunications,2025-03-12,2025-05-16,1909,8.5,AI Innovations,ai_job_dataset1.csv,65,3,1,4,5
AI01582,AI Research Scientist,82438.0,CHF,74194.0,EN,CT,Switzerland,S,Switzerland,0,"PyTorch, Java, MLOps",Associate,0,Finance,2024-10-20,2024-12-26,1139,5.2,DataVision Ltd,ai_job_dataset1.csv,67,3,1,1,2
AI01583,NLP Engineer,57552.0,USD,57552.0,EN,FT,Ireland,M,India,0,"R, SQL, Deep Learning, PyTorch, Git",Associate,0,Finance,2024-03-10,2024-05-05,2293,7.6,Predictive Systems,ai_job_dataset1.csv,56,5,0,1,2
AI01584,Head of AI,54111.0,CAD,67639.0,EN,CT,Canada,M,Canada,50,"Statistics, Spark, TensorFlow, Scala, GCP",PhD,1,Technology,2025-03-11,2025-04-13,1725,9.3,TechCorp Inc,ai_job_dataset1.csv,33,5,1,1,5
AI01585,AI Product Manager,139157.0,EUR,118283.0,SE,PT,Germany,M,Germany,0,"Java, Azure, Python, MLOps",Bachelor,7,Media,2025-03-06,2025-05-13,1081,9.7,Cognitive Computing,ai_job_dataset1.csv,68,4,1,3,3
AI01586,Deep Learning Engineer,84808.0,EUR,72087.0,MI,FT,Austria,M,Austria,100,"Git, Linux, Hadoop, GCP, Python",PhD,4,Telecommunications,2024-04-25,2024-05-18,764,5.7,TechCorp Inc,ai_job_dataset1.csv,23,5,1,2,5
AI01587,AI Software Engineer,141179.0,EUR,120002.0,SE,CT,Austria,M,Austria,100,"Java, Python, TensorFlow",Associate,7,Transportation,2024-04-07,2024-06-03,1342,6.3,Advanced Robotics,ai_job_dataset1.csv,57,3,1,3,2
AI01588,Computer Vision Engineer,276912.875,USD,307573.25,EX,PT,United States,L,United States,0,"PyTorch, MLOps, Hadoop",Bachelor,14,Technology,2024-04-04,2024-04-23,1247,6.0,DeepTech Ventures,ai_job_dataset1.csv,19,3,1,4,3
AI01589,Data Analyst,130980.0,EUR,111333.0,MI,CT,Netherlands,L,Netherlands,100,"PyTorch, TensorFlow, R, Linux",PhD,3,Healthcare,2024-07-04,2024-09-04,1109,10.0,DataVision Ltd,ai_job_dataset1.csv,62,4,1,2,5
AI01590,Robotics Engineer,134292.0,USD,134292.0,EX,FT,Israel,S,Israel,0,"NLP, Git, Tableau, GCP",Bachelor,13,Government,2024-11-14,2025-01-17,696,8.4,Cognitive Computing,ai_job_dataset1.csv,64,4,1,4,3
AI01591,AI Architect,137679.0,AUD,185867.0,EX,PT,Australia,M,Australia,50,"R, Linux, Python, Deep Learning",Associate,11,Gaming,2024-09-19,2024-10-31,1964,8.3,Autonomous Tech,ai_job_dataset1.csv,42,4,1,4,2
AI01592,AI Product Manager,179453.0,EUR,152535.0,EX,FT,France,M,France,0,"SQL, Tableau, Azure, Kubernetes, Python",Bachelor,12,Technology,2024-02-27,2024-04-12,996,8.9,Digital Transformation LLC,ai_job_dataset1.csv,45,5,1,4,3
AI01593,ML Ops Engineer,118618.0,USD,118618.0,SE,FL,Ireland,M,Ireland,50,"Python, Java, Git, Hadoop, Statistics",Associate,8,Healthcare,2025-03-29,2025-05-21,1265,7.8,Advanced Robotics,ai_job_dataset1.csv,53,5,1,3,2
AI01594,Data Analyst,154250.0,USD,154250.0,SE,PT,Finland,L,Finland,0,"AWS, Mathematics, PyTorch, TensorFlow",Associate,7,Education,2024-11-15,2024-12-14,2495,9.0,DataVision Ltd,ai_job_dataset1.csv,29,4,1,3,2
AI01595,Machine Learning Researcher,63563.0,USD,63563.0,MI,FT,South Korea,M,Romania,50,"Java, Data Visualization, SQL, MLOps, Python",PhD,4,Manufacturing,2025-03-13,2025-04-22,1537,5.7,Predictive Systems,ai_job_dataset1.csv,40,5,0,2,5
AI01596,Head of AI,199854.0,GBP,149891.0,EX,FT,United Kingdom,S,United Kingdom,100,"NLP, Hadoop, Kubernetes, Docker",Master,18,Consulting,2024-10-21,2024-12-22,660,5.3,Smart Analytics,ai_job_dataset1.csv,62,4,1,4,4
AI01597,ML Ops Engineer,123361.0,EUR,104857.0,SE,FL,Germany,L,Germany,0,"NLP, Spark, Hadoop, Python",Master,6,Media,2024-09-27,2024-10-14,1538,8.9,TechCorp Inc,ai_job_dataset1.csv,17,4,1,3,4
AI01598,AI Consultant,103643.0,USD,103643.0,SE,CT,Finland,S,Portugal,0,"Linux, Azure, Python",Master,6,Manufacturing,2024-12-11,2025-02-19,858,8.8,Cognitive Computing,ai_job_dataset1.csv,70,3,0,3,4
AI01599,Data Scientist,61632.0,USD,61632.0,MI,CT,South Korea,M,United Kingdom,0,"R, Git, Scala",Bachelor,4,Real Estate,2024-01-06,2024-02-16,607,6.5,DataVision Ltd,ai_job_dataset1.csv,41,3,0,2,3
AI01600,Data Engineer,64782.0,USD,64782.0,EN,CT,South Korea,M,South Korea,50,"GCP, Azure, Data Visualization, Git",Master,0,Automotive,2025-02-04,2025-03-03,942,8.1,AI Innovations,ai_job_dataset1.csv,27,4,1,1,4
AI01601,Machine Learning Engineer,160583.0,USD,160583.0,SE,FL,Norway,L,France,100,"Data Visualization, Spark, Kubernetes",Master,7,Healthcare,2024-01-24,2024-03-28,1801,8.0,Advanced Robotics,ai_job_dataset1.csv,64,3,0,3,4
AI01602,NLP Engineer,259300.0,SGD,307573.25,EX,CT,Singapore,M,Singapore,100,"Spark, GCP, Azure, Python, Tableau",Master,16,Healthcare,2025-03-10,2025-05-12,1482,5.3,DeepTech Ventures,ai_job_dataset1.csv,63,5,1,4,4
AI01603,AI Architect,99029.0,EUR,84175.0,MI,PT,Netherlands,M,Netherlands,100,"Hadoop, Azure, Python, TensorFlow, Git",Master,2,Healthcare,2024-08-18,2024-10-04,1003,9.3,Future Systems,ai_job_dataset1.csv,47,5,1,2,4
AI01604,Principal Data Scientist,84037.0,USD,84037.0,EN,CT,Ireland,L,Ireland,100,"TensorFlow, PyTorch, SQL, Spark, Docker",Associate,1,Energy,2024-11-20,2024-12-31,1267,6.6,Smart Analytics,ai_job_dataset1.csv,41,5,1,1,2
AI01605,Computer Vision Engineer,70093.0,USD,70093.0,MI,FT,South Korea,L,Egypt,0,"R, Azure, PyTorch",PhD,2,Consulting,2024-11-23,2025-01-06,945,9.4,Future Systems,ai_job_dataset1.csv,44,3,0,2,5
AI01606,Head of AI,133209.0,EUR,113228.0,SE,FT,Germany,M,Malaysia,0,"Hadoop, Python, Linux, TensorFlow, Java",PhD,9,Healthcare,2025-02-14,2025-03-15,1859,6.7,Autonomous Tech,ai_job_dataset1.csv,29,5,0,3,5
AI01607,Head of AI,116248.0,USD,116248.0,SE,FL,Sweden,M,Sweden,100,"Python, TensorFlow, PyTorch",Associate,9,Transportation,2024-08-10,2024-10-21,1971,5.7,AI Innovations,ai_job_dataset1.csv,72,3,1,3,2
AI01608,Machine Learning Researcher,62383.0,CAD,77979.0,EN,PT,Canada,M,Canada,100,"Data Visualization, Deep Learning, PyTorch, TensorFlow",Bachelor,0,Media,2024-06-18,2024-08-10,1148,9.2,Quantum Computing Inc,ai_job_dataset1.csv,53,4,1,1,3
AI01609,AI Consultant,192600.0,CHF,173340.0,EX,CT,Switzerland,S,Switzerland,100,"Linux, MLOps, GCP, TensorFlow",Associate,12,Transportation,2024-06-09,2024-08-05,1620,8.0,Neural Networks Co,ai_job_dataset1.csv,57,4,1,4,2
AI01610,Research Scientist,91590.0,CAD,114488.0,MI,PT,Canada,M,Canada,0,"Statistics, SQL, AWS, Mathematics, Azure",Associate,2,Telecommunications,2024-11-18,2025-01-06,770,7.2,Algorithmic Solutions,ai_job_dataset1.csv,49,5,1,2,2
AI01611,AI Consultant,102798.0,USD,102798.0,SE,FL,South Korea,L,South Korea,50,"Spark, SQL, Statistics",Bachelor,7,Real Estate,2025-03-15,2025-04-07,1954,8.6,AI Innovations,ai_job_dataset1.csv,23,3,1,3,3
AI01612,AI Architect,103697.0,EUR,88142.0,MI,FT,Germany,M,Germany,0,"SQL, Python, Hadoop, Computer Vision, GCP",Associate,2,Media,2024-05-18,2024-07-01,1173,9.2,Quantum Computing Inc,ai_job_dataset1.csv,44,5,1,2,2
AI01613,Machine Learning Engineer,28499.0,USD,28499.0,MI,CT,India,S,Brazil,0,"Tableau, SQL, Scala, AWS, GCP",Master,2,Manufacturing,2024-01-26,2024-03-20,2350,8.9,DeepTech Ventures,ai_job_dataset1.csv,54,5,0,2,4
AI01614,Research Scientist,69768.0,USD,69768.0,MI,PT,South Korea,L,Mexico,0,"Kubernetes, Docker, AWS, SQL, Python",Bachelor,3,Automotive,2024-10-03,2024-11-24,2257,7.0,Predictive Systems,ai_job_dataset1.csv,52,5,0,2,3
AI01615,Research Scientist,71036.0,AUD,95899.0,MI,FT,Australia,S,Australia,100,"Azure, Scala, MLOps, Computer Vision, Data Visualization",PhD,4,Real Estate,2024-05-08,2024-06-04,1216,7.4,Advanced Robotics,ai_job_dataset1.csv,27,5,1,2,5
AI01616,Data Scientist,121894.0,GBP,91421.0,SE,CT,United Kingdom,S,United Kingdom,50,"Linux, Python, Kubernetes, TensorFlow, Git",Master,7,Transportation,2024-04-12,2024-05-29,1233,5.3,Cognitive Computing,ai_job_dataset1.csv,47,5,1,3,4
AI01617,AI Software Engineer,60930.0,EUR,51791.0,EN,FL,Austria,S,Austria,50,"Tableau, PyTorch, Scala, GCP",Master,0,Consulting,2024-05-14,2024-06-16,1096,9.8,TechCorp Inc,ai_job_dataset1.csv,33,4,1,1,4
AI01618,Principal Data Scientist,124442.0,USD,124442.0,SE,CT,Finland,M,Finland,0,"Computer Vision, Docker, SQL, Mathematics, Hadoop",PhD,7,Consulting,2025-04-02,2025-06-08,970,8.2,Advanced Robotics,ai_job_dataset1.csv,67,5,1,3,5
AI01619,Computer Vision Engineer,88420.0,USD,88420.0,MI,CT,Sweden,L,Sweden,50,"Git, Hadoop, Java",Bachelor,2,Manufacturing,2024-08-11,2024-09-04,2056,5.9,Future Systems,ai_job_dataset1.csv,24,3,1,2,3
AI01620,AI Consultant,84817.0,USD,84817.0,EN,CT,Ireland,L,Ireland,100,"Python, GCP, SQL",Bachelor,0,Telecommunications,2024-12-12,2025-02-01,1659,5.3,Smart Analytics,ai_job_dataset1.csv,51,3,1,1,3
AI01621,AI Consultant,155811.0,SGD,202554.0,SE,CT,Singapore,M,Singapore,0,"Tableau, Git, SQL, Statistics",Master,6,Education,2024-10-09,2024-12-10,1916,5.3,TechCorp Inc,ai_job_dataset1.csv,62,4,1,3,4
AI01622,AI Product Manager,95395.0,USD,95395.0,MI,PT,Israel,M,Japan,0,"TensorFlow, Deep Learning, Python, Computer Vision, PyTorch",Master,3,Media,2024-11-14,2025-01-12,908,8.2,DataVision Ltd,ai_job_dataset1.csv,59,5,0,2,4
AI01623,NLP Engineer,82987.0,EUR,70539.0,MI,FT,Germany,S,Germany,0,"Python, NLP, AWS, Computer Vision, R",Bachelor,2,Real Estate,2024-10-30,2024-11-24,2035,5.8,Cloud AI Solutions,ai_job_dataset1.csv,25,5,1,2,3
AI01624,Data Scientist,161403.0,USD,161403.0,EX,FL,Finland,M,Finland,50,"SQL, Statistics, PyTorch, Deep Learning",PhD,15,Finance,2024-05-16,2024-07-15,1635,9.8,DataVision Ltd,ai_job_dataset1.csv,60,4,1,4,5
AI01625,Robotics Engineer,151191.0,USD,151191.0,SE,FT,Denmark,S,Denmark,0,"NLP, Tableau, Scala, GCP",PhD,8,Energy,2025-04-01,2025-04-24,890,6.7,Digital Transformation LLC,ai_job_dataset1.csv,23,4,1,3,5
AI01626,Machine Learning Researcher,92075.0,EUR,78264.0,SE,CT,France,S,France,100,"GCP, Java, R",Bachelor,6,Government,2024-11-02,2024-12-05,2261,7.7,Cloud AI Solutions,ai_job_dataset1.csv,33,3,1,3,3
AI01627,Autonomous Systems Engineer,43996.0,USD,43996.0,MI,FL,China,S,China,100,"Python, Azure, TensorFlow, Hadoop",Master,2,Manufacturing,2024-02-22,2024-03-16,2422,7.2,DataVision Ltd,ai_job_dataset1.csv,23,4,1,2,4
AI01628,AI Research Scientist,25803.0,USD,25803.0,EN,PT,India,M,India,50,"Kubernetes, MLOps, Azure, Linux, Computer Vision",Master,0,Technology,2024-12-30,2025-03-04,1599,7.1,DataVision Ltd,ai_job_dataset1.csv,64,5,1,1,4
AI01629,Machine Learning Engineer,99682.0,USD,99682.0,EN,FL,United States,L,Ukraine,0,"SQL, Scala, Git",Associate,0,Technology,2025-03-12,2025-04-19,2193,5.3,AI Innovations,ai_job_dataset1.csv,38,3,0,1,2
AI01630,Autonomous Systems Engineer,108655.0,USD,108655.0,EX,PT,China,L,China,0,"PyTorch, Mathematics, Spark, Java, Hadoop",Associate,17,Gaming,2024-05-11,2024-06-25,1410,7.9,Algorithmic Solutions,ai_job_dataset1.csv,45,5,1,4,2
AI01631,Machine Learning Researcher,79605.0,AUD,107467.0,MI,PT,Australia,M,Australia,50,"GCP, Tableau, Data Visualization, MLOps, Python",Master,3,Real Estate,2024-05-29,2024-07-25,789,7.0,DeepTech Ventures,ai_job_dataset1.csv,57,5,1,2,4
AI01632,AI Specialist,68143.0,EUR,57922.0,EN,PT,Netherlands,M,Australia,100,"Deep Learning, PyTorch, TensorFlow, AWS",Bachelor,0,Automotive,2024-01-25,2024-02-23,1355,5.5,Future Systems,ai_job_dataset1.csv,29,4,0,1,3
AI01633,ML Ops Engineer,177618.0,SGD,230903.0,EX,PT,Singapore,S,Singapore,0,"Hadoop, SQL, NLP",Bachelor,18,Energy,2024-02-08,2024-03-19,957,8.1,Neural Networks Co,ai_job_dataset1.csv,40,3,1,4,3
AI01634,Robotics Engineer,220052.0,CAD,275065.0,EX,CT,Canada,L,Ghana,50,"Hadoop, Scala, Tableau",Master,17,Media,2025-01-02,2025-01-26,1422,9.1,DeepTech Ventures,ai_job_dataset1.csv,24,3,0,4,4
AI01635,AI Software Engineer,83629.0,GBP,62722.0,MI,PT,United Kingdom,M,Denmark,100,"Python, Tableau, Deep Learning, Data Visualization, Hadoop",PhD,2,Gaming,2024-04-12,2024-05-24,2018,6.2,Autonomous Tech,ai_job_dataset1.csv,42,5,0,2,5
AI01636,AI Software Engineer,162381.0,EUR,138024.0,SE,FT,Netherlands,L,Netherlands,0,"Scala, Python, GCP",Bachelor,6,Gaming,2024-09-19,2024-11-27,1315,5.4,DataVision Ltd,ai_job_dataset1.csv,69,3,1,3,3
AI01637,Machine Learning Researcher,124109.0,USD,124109.0,SE,FT,Sweden,M,Sweden,0,"Python, Hadoop, Git, GCP",Bachelor,8,Transportation,2024-01-31,2024-03-22,1835,5.9,Predictive Systems,ai_job_dataset1.csv,51,4,1,3,3
AI01638,AI Product Manager,59192.0,AUD,79909.0,EN,CT,Australia,M,Indonesia,0,"Linux, TensorFlow, PyTorch, Java, AWS",Associate,1,Media,2024-03-28,2024-04-15,1675,6.3,Smart Analytics,ai_job_dataset1.csv,18,5,0,1,2
AI01639,AI Research Scientist,49329.0,USD,49329.0,SE,PT,India,M,India,0,"Hadoop, Tableau, Kubernetes, PyTorch, Computer Vision",Associate,7,Energy,2025-01-25,2025-03-17,1500,5.9,DataVision Ltd,ai_job_dataset1.csv,51,5,1,3,2
AI01640,Autonomous Systems Engineer,76915.0,USD,76915.0,EX,FT,India,M,India,100,"Statistics, Python, TensorFlow, GCP",Associate,13,Government,2024-10-14,2024-12-13,1541,5.4,Quantum Computing Inc,ai_job_dataset1.csv,60,4,1,4,2
AI01641,AI Product Manager,101027.0,USD,101027.0,EX,FT,China,M,China,100,"Java, Deep Learning, Python",Master,11,Media,2024-01-28,2024-03-06,882,8.8,Predictive Systems,ai_job_dataset1.csv,38,3,1,4,4
AI01642,Machine Learning Engineer,238301.0,USD,238301.0,EX,FT,Norway,S,Norway,100,"Linux, SQL, PyTorch, AWS, Hadoop",PhD,13,Transportation,2024-10-08,2024-11-25,2043,5.7,Quantum Computing Inc,ai_job_dataset1.csv,48,5,1,4,5
AI01643,Data Scientist,143521.0,USD,143521.0,SE,PT,Ireland,L,Luxembourg,50,"SQL, Docker, Azure, MLOps",Associate,5,Retail,2024-04-26,2024-05-23,2414,8.2,Neural Networks Co,ai_job_dataset1.csv,27,4,0,3,2
AI01644,AI Research Scientist,139551.0,JPY,307573.25,SE,FL,Japan,L,Luxembourg,100,"MLOps, TensorFlow, SQL, Linux",Bachelor,7,Education,2025-01-18,2025-03-10,1243,7.0,AI Innovations,ai_job_dataset1.csv,51,4,0,3,3
AI01645,Autonomous Systems Engineer,85768.0,EUR,72903.0,EN,FL,Austria,L,Austria,50,"Hadoop, Statistics, NLP, Python",Master,1,Manufacturing,2025-04-09,2025-06-11,1439,9.0,Cloud AI Solutions,ai_job_dataset1.csv,63,4,1,1,4
AI01646,Data Engineer,252548.0,USD,252548.0,EX,FL,United States,L,United States,50,"Kubernetes, Python, AWS, GCP",PhD,13,Consulting,2024-09-12,2024-10-12,2479,6.3,DeepTech Ventures,ai_job_dataset1.csv,30,4,1,4,5
AI01647,AI Architect,116048.0,EUR,98641.0,MI,CT,Austria,L,Austria,0,"SQL, Azure, Computer Vision, Statistics",Bachelor,4,Government,2024-06-11,2024-07-18,526,9.6,Machine Intelligence Group,ai_job_dataset1.csv,37,4,1,2,3
AI01648,Head of AI,29834.0,USD,29834.0,EN,PT,China,L,China,0,"SQL, Docker, NLP",Bachelor,0,Gaming,2024-05-01,2024-05-22,1564,9.0,DataVision Ltd,ai_job_dataset1.csv,21,3,1,1,3
AI01649,Machine Learning Engineer,120609.0,CAD,150761.0,SE,FT,Canada,S,Canada,0,"Spark, PyTorch, Statistics",Bachelor,5,Energy,2024-06-11,2024-08-09,844,6.4,Algorithmic Solutions,ai_job_dataset1.csv,59,3,1,3,3
AI01650,Robotics Engineer,79431.0,EUR,67516.0,MI,PT,Austria,L,Austria,0,"R, Hadoop, Azure, Java, Docker",Master,2,Real Estate,2024-04-04,2024-05-09,1677,5.6,Algorithmic Solutions,ai_job_dataset1.csv,35,5,1,2,4
AI01651,Research Scientist,194187.0,CAD,242734.0,EX,CT,Canada,S,Canada,100,"Python, Computer Vision, Spark",Master,14,Telecommunications,2024-12-14,2024-12-29,2369,8.9,Machine Intelligence Group,ai_job_dataset1.csv,15,3,1,4,4
AI01652,Principal Data Scientist,177785.0,USD,177785.0,SE,FT,Denmark,S,Denmark,100,"TensorFlow, Python, Scala, Linux",Master,7,Energy,2024-05-16,2024-06-17,1684,9.6,AI Innovations,ai_job_dataset1.csv,32,4,1,3,4
AI01653,Computer Vision Engineer,231560.0,USD,231560.0,EX,CT,Israel,L,Israel,100,"Spark, Git, SQL, TensorFlow, Azure",Associate,14,Media,2024-01-04,2024-02-03,881,7.6,Smart Analytics,ai_job_dataset1.csv,30,5,1,4,2
AI01654,AI Software Engineer,114280.0,CHF,102852.0,MI,FT,Switzerland,M,Switzerland,0,"Statistics, Kubernetes, Tableau, Docker, Scala",PhD,4,Healthcare,2024-08-31,2024-10-05,695,6.9,Predictive Systems,ai_job_dataset1.csv,35,5,1,2,5
AI01655,Deep Learning Engineer,75014.0,EUR,63762.0,EN,PT,Netherlands,S,Indonesia,100,"Python, Tableau, Azure",Bachelor,1,Finance,2024-11-23,2025-01-21,1349,7.1,TechCorp Inc,ai_job_dataset1.csv,59,3,0,1,3
